participant_id,level_name,game_id,trial_id,recap,accuracy
669ea6a120903,level_B,75,8,The AI's estimate did not change my guess in this round.,2
669ea6a120903,level_B,72,9,The AI's estimate did not change my guess in this round.,3
669ea6a120903,level_B,95,10,The AI's estimate did not change my guess in this round.,0
669ea6a120903,level_B,85,11,The AI's estimate did not change my guess in this round.,1
669ea6a120903,level_B,78,12,The AI's estimate did not change my guess in this round.,1
669ea6a120903,level_B,80,13,I won points in this round because I changed my guess based on the AI's estimate.,4
669ea6a120903,level_B,-1,14,The AI's estimate did not change my guess in this round.,1
669ea6a120903,level_B,87,15,I lost points in this round because I changed my guess based on the AI's estimate.,2
669ea6a120903,level_B,94,16,The AI's estimate did not change my guess in this round.,0
669ea6a120903,level_B,82,17,The AI's estimate did not change my guess in this round.,1
669ea6a120903,level_B,79,18,I lost points in this round because I changed my guess based on the AI's estimate.,2
669ea6a120903,level_B,76,19,I lost points in this round because I changed my guess based on the AI's estimate.,1
669ea6a120903,level_B,88,20,The AI's estimate did not change my guess in this round.,2
669ea6a120903,level_B,74,21,The AI's estimate did not change my guess in this round.,3
669ea6a120903,level_B,86,22,I lost points in this round because I changed my guess based on the AI's estimate.,3
669ea6a120903,level_B,73,23,The AI's estimate did not change my guess in this round.,0
669ea6a120903,level_B,90,24,The AI's estimate did not change my guess in this round.,1
669ea6a120903,level_B,92,25,The AI's estimate did not change my guess in this round.,1
669ea6a120903,level_B,83,26,I won points in this round because I changed my guess based on the AI's estimate.,4
669ea6a7c4f1c,level_A,-2,0,The AI's estimate did not change my guess in this round.,4
669ea6a7c4f1c,level_A,-3,1,The AI's estimate did not change my guess in this round.,2
669ea6a7c4f1c,level_A,226,2,The AI's estimate did not change my guess in this round.,1
669ea6a7c4f1c,level_A,227,3,The AI's estimate did not change my guess in this round.,0
669ea6a7c4f1c,level_A,238,4,The AI's estimate did not change my guess in this round.,3
669ea6a7c4f1c,level_A,235,5,The AI's estimate did not change my guess in this round.,3
669ea6a7c4f1c,level_A,232,6,The AI's estimate did not change my guess in this round.,0
669ea6a7c4f1c,level_A,220,7,The AI's estimate did not change my guess in this round.,0
669ea6a7c4f1c,level_A,236,8,I lost points in this round because I changed my guess based on the AI's estimate.,3
669ea6a7c4f1c,level_A,224,9,The AI's estimate did not change my guess in this round.,1
669ea6a7c4f1c,level_A,219,10,The AI's estimate did not change my guess in this round.,1
669ea6a7c4f1c,level_A,217,11,The AI's estimate did not change my guess in this round.,3
669ea6a7c4f1c,level_A,229,12,The AI's estimate did not change my guess in this round.,3
669ea6a7c4f1c,level_A,221,13,The AI's estimate did not change my guess in this round.,2
669ea6a7c4f1c,level_A,-1,14,The AI's estimate did not change my guess in this round.,3
669ea6a7c4f1c,level_A,239,15,The AI's estimate did not change my guess in this round.,4
669ea6a7c4f1c,level_A,237,16,The AI's estimate did not change my guess in this round.,3
669ea6a7c4f1c,level_A,231,17,The AI's estimate did not change my guess in this round.,3
669ea6a7c4f1c,level_A,223,18,The AI's estimate did not change my guess in this round.,1
669ea6a7c4f1c,level_A,228,19,The AI's estimate did not change my guess in this round.,1
669ea6a7c4f1c,level_A,230,20,The AI's estimate did not change my guess in this round.,3
669ea6a7c4f1c,level_A,234,21,The AI's estimate did not change my guess in this round.,2
669ea6a7c4f1c,level_A,225,22,The AI's estimate did not change my guess in this round.,3
669ea6a7c4f1c,level_A,233,23,The AI's estimate did not change my guess in this round.,3
669ea6a7c4f1c,level_A,216,24,The AI's estimate did not change my guess in this round.,3
669ea6a7c4f1c,level_A,218,25,The AI's estimate did not change my guess in this round.,3
669ea6a7c4f1c,level_A,222,26,The AI's estimate did not change my guess in this round.,2
669ea6bc122f4,level_A,-2,0,I won points in this round because I changed my guess based on the AI's estimate.,0
669ea6bc122f4,level_A,-3,1,I lost points in this round because I changed my guess based on the AI's estimate.,3
669ea6bc122f4,level_A,454,2,The AI's estimate did not change my guess in this round.,4
669ea6bc122f4,level_A,434,3,The AI's estimate did not change my guess in this round.,3
669ea6bc122f4,level_A,445,4,The AI's estimate did not change my guess in this round.,3
669ea6bc122f4,level_A,441,5,The AI's estimate did not change my guess in this round.,2
669ea6bc122f4,level_A,448,6,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea6bc122f4,level_A,433,7,The AI's estimate did not change my guess in this round.,3
669ea6bc122f4,level_A,449,8,The AI's estimate did not change my guess in this round.,3
669ea6bc122f4,level_A,432,9,The AI's estimate did not change my guess in this round.,4
669ea6bc122f4,level_A,450,10,The AI's estimate did not change my guess in this round.,4
669ea6bc122f4,level_A,446,11,The AI's estimate did not change my guess in this round.,2
669ea6bc122f4,level_A,453,12,The AI's estimate did not change my guess in this round.,4
669ea6bc122f4,level_A,438,13,I won points in this round because I changed my guess based on the AI's estimate.,1
669ea6bc122f4,level_A,-1,14,The AI's estimate did not change my guess in this round.,4
669ea6bc122f4,level_A,435,15,I lost points in this round because I changed my guess based on the AI's estimate.,1
669ea6bc122f4,level_A,436,16,I won points in this round because I changed my guess based on the AI's estimate.,1
669ea6bc122f4,level_A,452,17,I lost points in this round because I changed my guess based on the AI's estimate.,0
669ea6bc122f4,level_A,455,18,The AI's estimate did not change my guess in this round.,4
669ea6bc122f4,level_A,439,19,The AI's estimate did not change my guess in this round.,3
669ea6bc122f4,level_A,451,20,The AI's estimate did not change my guess in this round.,4
669ea6bc122f4,level_A,444,21,The AI's estimate did not change my guess in this round.,4
669ea6bc122f4,level_A,442,22,I lost points in this round because I changed my guess based on the AI's estimate.,0
669ea6bc122f4,level_A,443,23,I lost points in this round because I changed my guess based on the AI's estimate.,0
669ea6bc122f4,level_A,440,24,The AI's estimate did not change my guess in this round.,3
669ea6bc122f4,level_A,447,25,The AI's estimate did not change my guess in this round.,0
669ea6bc122f4,level_A,437,26,The AI's estimate did not change my guess in this round.,2
669ea6c1b3bbb,level_A,-2,0,I won points in this round because I changed my guess based on the AI's estimate.,4
669ea6c1b3bbb,level_A,-3,1,The AI's estimate did not change my guess in this round.,2
669ea6c1b3bbb,level_A,94,2,I won points in this round because I changed my guess based on the AI's estimate.,4
669ea6c1b3bbb,level_A,93,3,The AI's estimate did not change my guess in this round.,1
669ea6c1b3bbb,level_A,89,4,The AI's estimate did not change my guess in this round.,1
669ea6c1b3bbb,level_A,82,5,The AI's estimate did not change my guess in this round.,1
669ea6c1b3bbb,level_A,88,6,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea6c1b3bbb,level_A,85,7,The AI's estimate did not change my guess in this round.,3
669ea6c1b3bbb,level_A,77,8,I lost points in this round because I changed my guess based on the AI's estimate.,1
669ea6c1b3bbb,level_A,80,9,The AI's estimate did not change my guess in this round.,1
669ea6c1b3bbb,level_A,75,10,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea6c1b3bbb,level_A,91,11,The AI's estimate did not change my guess in this round.,1
669ea6c1b3bbb,level_A,74,12,The AI's estimate did not change my guess in this round.,0
669ea6c1b3bbb,level_A,87,13,The AI's estimate did not change my guess in this round.,1
669ea6c1b3bbb,level_A,-1,14,The AI's estimate did not change my guess in this round.,4
669ea6c1b3bbb,level_A,78,15,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea6c1b3bbb,level_A,84,16,The AI's estimate did not change my guess in this round.,1
669ea6c1b3bbb,level_A,79,17,The AI's estimate did not change my guess in this round.,1
669ea6c1b3bbb,level_A,83,18,The AI's estimate did not change my guess in this round.,1
669ea6c1b3bbb,level_A,81,19,The AI's estimate did not change my guess in this round.,1
669ea6c1b3bbb,level_A,86,20,The AI's estimate did not change my guess in this round.,1
669ea6c1b3bbb,level_A,95,21,The AI's estimate did not change my guess in this round.,0
669ea6c1b3bbb,level_A,73,22,The AI's estimate did not change my guess in this round.,1
669ea6c1b3bbb,level_A,76,23,The AI's estimate did not change my guess in this round.,2
669ea6c1b3bbb,level_A,72,24,The AI's estimate did not change my guess in this round.,0
669ea6c1b3bbb,level_A,90,25,The AI's estimate did not change my guess in this round.,1
669ea6c1b3bbb,level_A,92,26,The AI's estimate did not change my guess in this round.,1
669ea704607fa,level_A,-2,0,I won points in this round because I changed my guess based on the AI's estimate.,4
669ea704607fa,level_A,-3,1,I lost points in this round because I changed my guess based on the AI's estimate.,2
669ea704607fa,level_A,330,2,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea704607fa,level_A,315,3,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea704607fa,level_A,317,4,I won points in this round because I changed my guess based on the AI's estimate.,4
669ea704607fa,level_A,328,5,I won points in this round because I changed my guess based on the AI's estimate.,4
669ea704607fa,level_A,326,6,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea704607fa,level_A,320,7,I won points in this round because I changed my guess based on the AI's estimate.,4
669ea704607fa,level_A,318,8,I won points in this round because I changed my guess based on the AI's estimate.,4
669ea704607fa,level_A,314,9,The AI's estimate did not change my guess in this round.,3
669ea704607fa,level_A,335,10,The AI's estimate did not change my guess in this round.,2
669ea704607fa,level_A,322,11,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea704607fa,level_A,334,12,The AI's estimate did not change my guess in this round.,4
669ea704607fa,level_A,327,13,The AI's estimate did not change my guess in this round.,2
669ea704607fa,level_A,-1,14,The AI's estimate did not change my guess in this round.,2
669ea704607fa,level_A,325,15,The AI's estimate did not change my guess in this round.,2
669ea704607fa,level_A,323,16,The AI's estimate did not change my guess in this round.,2
669ea704607fa,level_A,313,17,The AI's estimate did not change my guess in this round.,2
669ea704607fa,level_A,316,18,I lost points in this round because I changed my guess based on the AI's estimate.,3
669ea704607fa,level_A,329,19,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea704607fa,level_A,331,20,The AI's estimate did not change my guess in this round.,2
669ea704607fa,level_A,333,21,The AI's estimate did not change my guess in this round.,2
669ea704607fa,level_A,324,22,I lost points in this round because I changed my guess based on the AI's estimate.,2
669ea704607fa,level_A,312,23,The AI's estimate did not change my guess in this round.,2
669ea704607fa,level_A,319,24,I lost points in this round because I changed my guess based on the AI's estimate.,3
669ea704607fa,level_A,321,25,The AI's estimate did not change my guess in this round.,2
669ea704607fa,level_A,332,26,The AI's estimate did not change my guess in this round.,3
669ea71040b9d,level_B,-2,0,The AI's estimate did not change my guess in this round.,0
669ea71040b9d,level_B,-3,1,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea71040b9d,level_B,124,2,The AI's estimate did not change my guess in this round.,1
669ea71040b9d,level_B,138,3,The AI's estimate did not change my guess in this round.,0
669ea71040b9d,level_B,132,4,The AI's estimate did not change my guess in this round.,2
669ea71040b9d,level_B,143,5,The AI's estimate did not change my guess in this round.,0
669ea71040b9d,level_B,123,6,The AI's estimate did not change my guess in this round.,0
669ea71040b9d,level_B,122,7,The AI's estimate did not change my guess in this round.,0
669ea71040b9d,level_B,134,8,The AI's estimate did not change my guess in this round.,0
669ea71040b9d,level_B,135,9,I lost points in this round because I changed my guess based on the AI's estimate.,1
669ea71040b9d,level_B,141,10,The AI's estimate did not change my guess in this round.,0
669ea71040b9d,level_B,133,11,The AI's estimate did not change my guess in this round.,3
669ea71040b9d,level_B,120,12,The AI's estimate did not change my guess in this round.,0
669ea71040b9d,level_B,142,13,The AI's estimate did not change my guess in this round.,0
669ea71040b9d,level_B,-1,14,The AI's estimate did not change my guess in this round.,4
669ea71040b9d,level_B,139,15,The AI's estimate did not change my guess in this round.,3
669ea71040b9d,level_B,128,16,The AI's estimate did not change my guess in this round.,3
669ea71040b9d,level_B,130,17,The AI's estimate did not change my guess in this round.,3
669ea71040b9d,level_B,127,18,The AI's estimate did not change my guess in this round.,3
669ea71040b9d,level_B,131,19,The AI's estimate did not change my guess in this round.,3
669ea71040b9d,level_B,126,20,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea71040b9d,level_B,140,21,The AI's estimate did not change my guess in this round.,3
669ea71040b9d,level_B,136,22,The AI's estimate did not change my guess in this round.,1
669ea71040b9d,level_B,125,23,The AI's estimate did not change my guess in this round.,3
669ea71040b9d,level_B,137,24,I lost points in this round because I changed my guess based on the AI's estimate.,0
669ea71040b9d,level_B,121,25,The AI's estimate did not change my guess in this round.,2
669ea71040b9d,level_B,129,26,The AI's estimate did not change my guess in this round.,1
669ea71b37db0,level_C,-2,0,The AI's estimate did not change my guess in this round.,4
669ea71b37db0,level_C,-3,1,The AI's estimate did not change my guess in this round.,3
669ea71b37db0,level_C,223,2,The AI's estimate did not change my guess in this round.,3
669ea71b37db0,level_C,216,3,The AI's estimate did not change my guess in this round.,3
669ea71b37db0,level_C,218,4,The AI's estimate did not change my guess in this round.,3
669ea71b37db0,level_C,225,5,I lost points in this round because I changed my guess based on the AI's estimate.,3
669ea71b37db0,level_C,229,6,The AI's estimate did not change my guess in this round.,3
669ea71b37db0,level_C,224,7,The AI's estimate did not change my guess in this round.,3
669ea71b37db0,level_C,220,8,The AI's estimate did not change my guess in this round.,3
669ea71b37db0,level_C,221,9,The AI's estimate did not change my guess in this round.,3
669ea71b37db0,level_C,219,10,The AI's estimate did not change my guess in this round.,3
669ea71b37db0,level_C,235,11,The AI's estimate did not change my guess in this round.,3
669ea71b37db0,level_C,228,12,The AI's estimate did not change my guess in this round.,3
669ea71b37db0,level_C,234,13,The AI's estimate did not change my guess in this round.,3
669ea71b37db0,level_C,-1,14,The AI's estimate did not change my guess in this round.,4
669ea71b37db0,level_C,238,15,The AI's estimate did not change my guess in this round.,3
669ea71b37db0,level_C,217,16,The AI's estimate did not change my guess in this round.,3
669ea71b37db0,level_C,230,17,The AI's estimate did not change my guess in this round.,3
669ea71b37db0,level_C,226,18,The AI's estimate did not change my guess in this round.,3
669ea71b37db0,level_C,231,19,The AI's estimate did not change my guess in this round.,3
669ea71b37db0,level_C,236,20,The AI's estimate did not change my guess in this round.,3
669ea71b37db0,level_C,233,21,The AI's estimate did not change my guess in this round.,3
669ea71b37db0,level_C,237,22,The AI's estimate did not change my guess in this round.,3
669ea71b37db0,level_C,222,23,The AI's estimate did not change my guess in this round.,3
669ea71b37db0,level_C,239,24,The AI's estimate did not change my guess in this round.,3
669ea71b37db0,level_C,232,25,The AI's estimate did not change my guess in this round.,3
669ea71b37db0,level_C,227,26,The AI's estimate did not change my guess in this round.,3
669ea71ce060b,level_B,-2,0,I won points in this round because I changed my guess based on the AI's estimate.,4
669ea71ce060b,level_B,-3,1,The AI's estimate did not change my guess in this round.,4
669ea71ce060b,level_B,123,2,The AI's estimate did not change my guess in this round.,3
669ea71ce060b,level_B,140,3,The AI's estimate did not change my guess in this round.,1
669ea71ce060b,level_B,124,4,The AI's estimate did not change my guess in this round.,1
669ea71ce060b,level_B,129,5,The AI's estimate did not change my guess in this round.,3
669ea71ce060b,level_B,143,6,The AI's estimate did not change my guess in this round.,4
669ea71ce060b,level_B,126,7,I lost points in this round because I changed my guess based on the AI's estimate.,1
669ea71ce060b,level_B,122,8,The AI's estimate did not change my guess in this round.,2
669ea71ce060b,level_B,138,9,The AI's estimate did not change my guess in this round.,1
669ea71ce060b,level_B,142,10,The AI's estimate did not change my guess in this round.,4
669ea71ce060b,level_B,127,11,The AI's estimate did not change my guess in this round.,2
669ea71ce060b,level_B,131,12,The AI's estimate did not change my guess in this round.,3
669ea71ce060b,level_B,128,13,The AI's estimate did not change my guess in this round.,4
669ea71ce060b,level_B,-1,14,I won points in this round because I changed my guess based on the AI's estimate.,4
669ea71ce060b,level_B,120,15,The AI's estimate did not change my guess in this round.,2
669ea71ce060b,level_B,125,16,The AI's estimate did not change my guess in this round.,1
669ea71ce060b,level_B,139,17,The AI's estimate did not change my guess in this round.,3
669ea71ce060b,level_B,133,18,I won points in this round because I changed my guess based on the AI's estimate.,4
669ea71ce060b,level_B,134,19,The AI's estimate did not change my guess in this round.,3
669ea71ce060b,level_B,130,20,The AI's estimate did not change my guess in this round.,3
669ea71ce060b,level_B,135,21,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea71ce060b,level_B,141,22,The AI's estimate did not change my guess in this round.,3
669ea71ce060b,level_B,121,23,The AI's estimate did not change my guess in this round.,3
669ea71ce060b,level_B,137,24,The AI's estimate did not change my guess in this round.,3
669ea71ce060b,level_B,136,25,The AI's estimate did not change my guess in this round.,3
669ea71ce060b,level_B,132,26,The AI's estimate did not change my guess in this round.,3
669ea72e2f7ec,level_C,-2,0,The AI's estimate did not change my guess in this round.,4
669ea72e2f7ec,level_C,-3,1,The AI's estimate did not change my guess in this round.,3
669ea72e2f7ec,level_C,130,2,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea72e2f7ec,level_C,140,3,I won points in this round because I changed my guess based on the AI's estimate.,3
669ea72e2f7ec,level_C,141,4,The AI's estimate did not change my guess in this round.,3
669ea72e2f7ec,level_C,139,5,The AI's estimate did not change my guess in this round.,3
669ea72e2f7ec,level_C,123,6,The AI's estimate did not change my guess in this round.,3
669ea72e2f7ec,level_C,128,7,The AI's estimate did not change my guess in this round.,3
669ea72e2f7ec,level_C,120,8,The AI's estimate did not change my guess in this round.,3
669ea72e2f7ec,level_C,143,9,The AI's estimate did not change my guess in this round.,3
669ea72e2f7ec,level_C,136,10,The AI's estimate did not change my guess in this round.,3
669ea72e2f7ec,level_C,135,11,The AI's estimate did not change my guess in this round.,3
669ea72e2f7ec,level_C,121,12,The AI's estimate did not change my guess in this round.,3
669ea72e2f7ec,level_C,133,13,The AI's estimate did not change my guess in this round.,3
669ea72e2f7ec,level_C,-1,14,The AI's estimate did not change my guess in this round.,3
669ea72e2f7ec,level_C,138,15,I lost points in this round because I changed my guess based on the AI's estimate.,1
669ea72e2f7ec,level_C,131,16,The AI's estimate did not change my guess in this round.,3
669ea72e2f7ec,level_C,129,17,The AI's estimate did not change my guess in this round.,3
669ea72e2f7ec,level_C,125,18,I lost points in this round because I changed my guess based on the AI's estimate.,2
669ea72e2f7ec,level_C,122,19,The AI's estimate did not change my guess in this round.,3
669ea72e2f7ec,level_C,124,20,The AI's estimate did not change my guess in this round.,1
669ea72e2f7ec,level_C,127,21,The AI's estimate did not change my guess in this round.,3
669ea72e2f7ec,level_C,142,22,The AI's estimate did not change my guess in this round.,3
669ea72e2f7ec,level_C,137,23,The AI's estimate did not change my guess in this round.,3
669ea72e2f7ec,level_C,126,24,The AI's estimate did not change my guess in this round.,1
669ea72e2f7ec,level_C,132,25,The AI's estimate did not change my guess in this round.,3
669ea72e2f7ec,level_C,134,26,The AI's estimate did not change my guess in this round.,1
669ea73241900,level_C,-2,0,The AI's estimate did not change my guess in this round.,4
669ea73241900,level_C,-3,1,The AI's estimate did not change my guess in this round.,4
669ea73241900,level_C,449,2,The AI's estimate did not change my guess in this round.,2
669ea73241900,level_C,436,3,I lost points in this round because I changed my guess based on the AI's estimate.,3
669ea73241900,level_C,444,4,I lost points in this round because I changed my guess based on the AI's estimate.,1
669ea73241900,level_C,451,5,The AI's estimate did not change my guess in this round.,3
669ea73241900,level_C,434,6,The AI's estimate did not change my guess in this round.,1
669ea73241900,level_C,441,7,I lost points in this round because I changed my guess based on the AI's estimate.,1
669ea73241900,level_C,433,8,The AI's estimate did not change my guess in this round.,1
669ea73241900,level_C,452,9,The AI's estimate did not change my guess in this round.,1
669ea73241900,level_C,445,10,The AI's estimate did not change my guess in this round.,3
669ea73241900,level_C,435,11,I lost points in this round because I changed my guess based on the AI's estimate.,1
669ea73241900,level_C,450,12,The AI's estimate did not change my guess in this round.,1
669ea73241900,level_C,453,13,The AI's estimate did not change my guess in this round.,3
669ea73241900,level_C,-1,14,The AI's estimate did not change my guess in this round.,3
669ea73241900,level_C,443,15,The AI's estimate did not change my guess in this round.,3
669ea73241900,level_C,432,16,The AI's estimate did not change my guess in this round.,1
669ea73241900,level_C,446,17,The AI's estimate did not change my guess in this round.,3
669ea73241900,level_C,437,18,The AI's estimate did not change my guess in this round.,1
669ea73241900,level_C,440,19,The AI's estimate did not change my guess in this round.,1
669ea73241900,level_C,438,20,The AI's estimate did not change my guess in this round.,1
669ea73241900,level_C,448,21,The AI's estimate did not change my guess in this round.,1
669ea73241900,level_C,439,22,The AI's estimate did not change my guess in this round.,3
669ea73241900,level_C,455,23,The AI's estimate did not change my guess in this round.,3
669ea73241900,level_C,447,24,The AI's estimate did not change my guess in this round.,3
669ea73241900,level_C,454,25,The AI's estimate did not change my guess in this round.,3
669ea73241900,level_C,442,26,The AI's estimate did not change my guess in this round.,3
669ea743eb7d0,level_A,-2,0,The AI's estimate did not change my guess in this round.,4
669ea743eb7d0,level_A,-3,1,The AI's estimate did not change my guess in this round.,3
669ea743eb7d0,level_A,106,2,The AI's estimate did not change my guess in this round.,2
669ea743eb7d0,level_A,112,3,I won points in this round because I changed my guess based on the AI's estimate.,4
669ea743eb7d0,level_A,109,4,The AI's estimate did not change my guess in this round.,3
669ea743eb7d0,level_A,104,5,The AI's estimate did not change my guess in this round.,1
669ea743eb7d0,level_A,113,6,The AI's estimate did not change my guess in this round.,2
669ea743eb7d0,level_A,100,7,The AI's estimate did not change my guess in this round.,1
669ea743eb7d0,level_A,105,8,I won points in this round because I changed my guess based on the AI's estimate.,4
669ea743eb7d0,level_A,98,9,The AI's estimate did not change my guess in this round.,3
669ea743eb7d0,level_A,115,10,The AI's estimate did not change my guess in this round.,3
669ea743eb7d0,level_A,110,11,I lost points in this round because I changed my guess based on the AI's estimate.,0
669ea743eb7d0,level_A,117,12,The AI's estimate did not change my guess in this round.,3
669ea743eb7d0,level_A,99,13,I lost points in this round because I changed my guess based on the AI's estimate.,1
669ea743eb7d0,level_A,-1,14,The AI's estimate did not change my guess in this round.,2
669ea743eb7d0,level_A,118,15,The AI's estimate did not change my guess in this round.,4
669ea743eb7d0,level_A,96,16,The AI's estimate did not change my guess in this round.,4
669ea743eb7d0,level_A,114,17,I won points in this round because I changed my guess based on the AI's estimate.,4
669ea743eb7d0,level_A,97,18,The AI's estimate did not change my guess in this round.,4
669ea743eb7d0,level_A,103,19,I won points in this round because I changed my guess based on the AI's estimate.,4
669ea743eb7d0,level_A,111,20,The AI's estimate did not change my guess in this round.,4
669ea743eb7d0,level_A,119,21,The AI's estimate did not change my guess in this round.,4
669ea743eb7d0,level_A,116,22,I won points in this round because I changed my guess based on the AI's estimate.,4
669ea743eb7d0,level_A,102,23,The AI's estimate did not change my guess in this round.,4
669ea743eb7d0,level_A,101,24,I lost points in this round because I changed my guess based on the AI's estimate.,0
669ea743eb7d0,level_A,107,25,The AI's estimate did not change my guess in this round.,3
669ea743eb7d0,level_A,108,26,I lost points in this round because I changed my guess based on the AI's estimate.,0
669ea748b4e45,level_C,-2,0,The AI's estimate did not change my guess in this round.,3
669ea748b4e45,level_C,-3,1,The AI's estimate did not change my guess in this round.,3
669ea748b4e45,level_C,461,2,The AI's estimate did not change my guess in this round.,3
669ea748b4e45,level_C,477,3,The AI's estimate did not change my guess in this round.,3
669ea748b4e45,level_C,459,4,The AI's estimate did not change my guess in this round.,3
669ea748b4e45,level_C,458,5,The AI's estimate did not change my guess in this round.,3
669ea748b4e45,level_C,456,6,The AI's estimate did not change my guess in this round.,3
669ea748b4e45,level_C,462,7,The AI's estimate did not change my guess in this round.,3
669ea748b4e45,level_C,460,8,The AI's estimate did not change my guess in this round.,3
669ea748b4e45,level_C,471,9,The AI's estimate did not change my guess in this round.,2
669ea748b4e45,level_C,476,10,The AI's estimate did not change my guess in this round.,3
669ea748b4e45,level_C,478,11,The AI's estimate did not change my guess in this round.,3
669ea748b4e45,level_C,479,12,The AI's estimate did not change my guess in this round.,3
669ea748b4e45,level_C,467,13,The AI's estimate did not change my guess in this round.,1
669ea748b4e45,level_C,-1,14,The AI's estimate did not change my guess in this round.,3
669ea748b4e45,level_C,470,15,The AI's estimate did not change my guess in this round.,3
669ea748b4e45,level_C,457,16,The AI's estimate did not change my guess in this round.,3
669ea748b4e45,level_C,473,17,The AI's estimate did not change my guess in this round.,3
669ea748b4e45,level_C,474,18,The AI's estimate did not change my guess in this round.,3
669ea748b4e45,level_C,472,19,The AI's estimate did not change my guess in this round.,1
669ea748b4e45,level_C,468,20,The AI's estimate did not change my guess in this round.,3
669ea748b4e45,level_C,469,21,The AI's estimate did not change my guess in this round.,3
669ea748b4e45,level_C,465,22,The AI's estimate did not change my guess in this round.,3
669ea748b4e45,level_C,475,23,The AI's estimate did not change my guess in this round.,3
669ea748b4e45,level_C,466,24,The AI's estimate did not change my guess in this round.,3
669ea748b4e45,level_C,464,25,The AI's estimate did not change my guess in this round.,2
669ea748b4e45,level_C,463,26,The AI's estimate did not change my guess in this round.,1
669ea7560f8c8,level_C,-2,0,The AI's estimate did not change my guess in this round.,3
669ea7560f8c8,level_C,-3,1,The AI's estimate did not change my guess in this round.,3
669ea7560f8c8,level_C,264,2,The AI's estimate did not change my guess in this round.,4
669ea7560f8c8,level_C,273,3,The AI's estimate did not change my guess in this round.,4
669ea7560f8c8,level_C,282,4,The AI's estimate did not change my guess in this round.,4
669ea7560f8c8,level_C,271,5,I won points in this round because I changed my guess based on the AI's estimate.,1
669ea7560f8c8,level_C,269,6,I lost points in this round because I changed my guess based on the AI's estimate.,3
669ea7560f8c8,level_C,275,7,The AI's estimate did not change my guess in this round.,2
669ea7560f8c8,level_C,276,8,The AI's estimate did not change my guess in this round.,4
669ea7560f8c8,level_C,281,9,The AI's estimate did not change my guess in this round.,3
669ea7560f8c8,level_C,277,10,The AI's estimate did not change my guess in this round.,3
669ea7560f8c8,level_C,285,11,The AI's estimate did not change my guess in this round.,3
669ea7560f8c8,level_C,286,12,I won points in this round because I changed my guess based on the AI's estimate.,4
669ea7560f8c8,level_C,265,13,The AI's estimate did not change my guess in this round.,3
669ea7560f8c8,level_C,-1,14,The AI's estimate did not change my guess in this round.,4
669ea7560f8c8,level_C,268,15,The AI's estimate did not change my guess in this round.,3
669ea7560f8c8,level_C,279,16,I won points in this round because I changed my guess based on the AI's estimate.,4
669ea7560f8c8,level_C,270,17,The AI's estimate did not change my guess in this round.,3
669ea7560f8c8,level_C,280,18,The AI's estimate did not change my guess in this round.,4
669ea7560f8c8,level_C,287,19,The AI's estimate did not change my guess in this round.,4
669ea7560f8c8,level_C,274,20,I lost points in this round because I changed my guess based on the AI's estimate.,1
669ea7560f8c8,level_C,267,21,I lost points in this round because I changed my guess based on the AI's estimate.,1
669ea7560f8c8,level_C,284,22,I won points in this round because I changed my guess based on the AI's estimate.,4
669ea7560f8c8,level_C,266,23,The AI's estimate did not change my guess in this round.,4
669ea7560f8c8,level_C,278,24,I won points in this round because I changed my guess based on the AI's estimate.,4
669ea7560f8c8,level_C,283,25,The AI's estimate did not change my guess in this round.,4
669ea7560f8c8,level_C,272,26,The AI's estimate did not change my guess in this round.,4
669ea76cdc956,level_A,-2,0,The AI's estimate did not change my guess in this round.,4
669ea76cdc956,level_A,-3,1,The AI's estimate did not change my guess in this round.,1
669ea76cdc956,level_A,108,2,The AI's estimate did not change my guess in this round.,1
669ea76cdc956,level_A,117,3,The AI's estimate did not change my guess in this round.,2
669ea76cdc956,level_A,104,4,The AI's estimate did not change my guess in this round.,1
669ea76cdc956,level_A,112,5,The AI's estimate did not change my guess in this round.,1
669ea76cdc956,level_A,109,6,The AI's estimate did not change my guess in this round.,3
669ea76cdc956,level_A,116,7,The AI's estimate did not change my guess in this round.,3
669ea76cdc956,level_A,100,8,The AI's estimate did not change my guess in this round.,3
669ea76cdc956,level_A,115,9,The AI's estimate did not change my guess in this round.,2
669ea76cdc956,level_A,113,10,The AI's estimate did not change my guess in this round.,3
669ea76cdc956,level_A,107,11,The AI's estimate did not change my guess in this round.,2
669ea76cdc956,level_A,103,12,The AI's estimate did not change my guess in this round.,3
669ea76cdc956,level_A,98,13,The AI's estimate did not change my guess in this round.,2
669ea76cdc956,level_A,-1,14,The AI's estimate did not change my guess in this round.,3
