participant_id,level_name,age,gender,degree,subjects,age_groups
66a11793f3fce,level_B_cal,41.0,Female,Undergraduate degree,Other,"[40, 50]"
66a117967207f,level_B_cal,30.0,Male,Graduate degree,Social Sciences,"[30, 40]"
66a117969665d,level_B_cal,26.0,Male,Undergraduate degree,Other,"[18, 30]"
66a117aaf343d,level_B_cal,44.0,Female,High School Diploma,Other,"[40, 50]"
66a117b94ca3e,level_B_cal,37.0,Male,Graduate degree,IT and Engineering,"[30, 40]"
66a117f87e84c,level_B_cal,18.0,Female,High School Diploma,Other,"[18, 30]"
66a11805c1ace,level_B_cal,32.0,Female,High School Diploma,I prefer not to say,"[30, 40]"
66a11809e82c6,level_B_cal,33.0,Female,Graduate degree,Other,"[30, 40]"
66a1181584d28,level_B_cal,47.0,Male,Doctorate degree,IT and Engineering,"[40, 50]"
66a1181806d58,level_B_cal,55.0,Female,Graduate degree,Social Sciences,"[50, 60]"
66a1184ce3334,level_B_cal,24.0,Female,Undergraduate degree,Social Sciences,"[18, 30]"
66a1186c9eaf1,level_B_cal,29.0,Female,Graduate degree,Social Sciences,"[18, 30]"
66a1187b4b0a4,level_B_cal,39.0,Male,Undergraduate degree,Natural Sciences,"[30, 40]"
66a118943197c,level_B_cal,68.0,Female,Undergraduate degree,Social Sciences,"[60, 100]"
66a118afe87f6,level_B_cal,42.0,Female,Undergraduate degree,IT and Engineering,"[40, 50]"
66a118ddadb9e,level_B_cal,43.0,Male,Undergraduate degree,Other,"[40, 50]"
66a118e1a2e1b,level_B_cal,54.0,Male,Undergraduate degree,Social Sciences,"[50, 60]"
66a118e938f2e,level_B_cal,21.0,Female,High School Diploma,I prefer not to say,"[18, 30]"
66a11949cb578,level_B_cal,28.0,Female,Undergraduate degree,IT and Engineering,"[18, 30]"
66a11973bbd32,level_B_cal,30.0,Male,Undergraduate degree,IT and Engineering,"[30, 40]"
66a119a9894ac,level_B_cal,22.0,Female,Undergraduate degree,Mathematics and Statistics,"[18, 30]"
66a119b8a6fa2,level_B_cal,52.0,Female,Graduate degree,Other,"[50, 60]"
66a119e78c4a0,level_B_cal,28.0,Female,Graduate degree,Mathematics and Statistics,"[18, 30]"
66a119f086c14,level_B_cal,31.0,Male,High School Diploma,Mathematics and Statistics,"[30, 40]"
66a119f95a2f0,level_B_cal,39.0,Male,Graduate degree,Social Sciences,"[30, 40]"
66a11a057f802,level_B_cal,50.0,Female,Technical/community college,Other,"[50, 60]"
66a11a19a71e2,level_B_cal,42.0,Female,High School Diploma,Other,"[40, 50]"
66a11a1ccc434,level_B_cal,65.0,Male,Undergraduate degree,Social Sciences,"[60, 100]"
66a11a685ed14,level_B_cal,32.0,Male,High School Diploma,IT and Engineering,"[30, 40]"
66a11a6d9d165,level_B_cal,32.0,Male,Graduate degree,Social Sciences,"[30, 40]"
66a11a7760bec,level_B_cal,35.0,Male,Graduate degree,Natural Sciences,"[30, 40]"
66a11acc6b25a,level_B_cal,29.0,Female,High School Diploma,I prefer not to say,"[18, 30]"
66a11ad043778,level_B_cal,24.0,Male,Undergraduate degree,Mathematics and Statistics,"[18, 30]"
66a11b2699606,level_B_cal,57.0,Female,Undergraduate degree,Social Sciences,"[50, 60]"
66a11b2717d21,level_B_cal,38.0,Female,Undergraduate degree,Other,"[30, 40]"
66a11b2b744a3,level_B_cal,36.0,Male,Undergraduate degree,Natural Sciences,"[30, 40]"
66a11b31658c5,level_B_cal,58.0,Male,Undergraduate degree,IT and Engineering,"[50, 60]"
66a11b38a7d29,level_B_cal,47.0,Male,Graduate degree,Mathematics and Statistics,"[40, 50]"
66a11b5da85bb,level_B_cal,31.0,Male,Graduate degree,Social Sciences,"[30, 40]"
66a11b90d7b8a,level_B_cal,33.0,Female,Graduate degree,Natural Sciences,"[30, 40]"
66a11baedef53,level_B_cal,32.0,Male,Technical/community college,Social Sciences,"[30, 40]"
66a11bc090854,level_B_cal,23.0,Female,Undergraduate degree,Social Sciences,"[18, 30]"
66a11bcef03c5,level_B_cal,41.0,Female,Undergraduate degree,Mathematics and Statistics,"[40, 50]"
66a11bf24a7cf,level_B_cal,38.0,Female,Graduate degree,IT and Engineering,"[30, 40]"
66a11c4616c9b,level_B_cal,31.0,Female,Graduate degree,Natural Sciences,"[30, 40]"
66a11c51aba3c,level_B_cal,63.0,Female,Undergraduate degree,Natural Sciences,"[60, 100]"
66a11c7a269aa,level_B_cal,36.0,Male,High School Diploma,Other,"[30, 40]"
66a11c88ca3a7,level_B_cal,44.0,Female,Graduate degree,Other,"[40, 50]"
66a11c914a693,level_B_cal,27.0,Female,High School Diploma,Other,"[18, 30]"
66a11cfc10b06,level_B_cal,41.0,Male,Other,Natural Sciences,"[40, 50]"
66a11d0962bc3,level_B_cal,35.0,Female,High School Diploma,I prefer not to say,"[30, 40]"
66a11d1284c81,level_B_cal,22.0,Male,Undergraduate degree,IT and Engineering,"[18, 30]"
66a11d19d9359,level_B_cal,35.0,Female,Graduate degree,Other,"[30, 40]"
66a11d27c3a93,level_B_cal,30.0,Female,Undergraduate degree,IT and Engineering,"[30, 40]"
66a11d48c75e2,level_B_cal,47.0,Male,High School Diploma,Other,"[40, 50]"
66a11d4bb26ab,level_B_cal,35.0,Male,Doctorate degree,Other,"[30, 40]"
66a11d4eb4c63,level_B_cal,20.0,Female,High School Diploma,IT and Engineering,"[18, 30]"
66a11d55970ab,level_B_cal,49.0,Male,Technical/community college,IT and Engineering,"[40, 50]"
66a11d5ea18f3,level_B_cal,37.0,Female,Graduate degree,Natural Sciences,"[30, 40]"
66a11da8ae99a,level_B_cal,42.0,Female,Graduate degree,Social Sciences,"[40, 50]"
66a11dbfe2116,level_B_cal,29.0,Female,Undergraduate degree,Other,"[18, 30]"
66a11dc76f468,level_B_cal,61.0,Male,Technical/community college,Other,"[60, 100]"
66a11dd0d026d,level_B_cal,36.0,Male,High School Diploma,I prefer not to say,"[30, 40]"
66a11e05c5844,level_B_cal,60.0,Male,Undergraduate degree,Social Sciences,"[60, 100]"
66a11e5143314,level_B_cal,32.0,Male,Undergraduate degree,IT and Engineering,"[30, 40]"
66a11e6f76fe7,level_B_cal,24.0,Female,Technical/community college,Other,"[18, 30]"
66a11e7624487,level_B_cal,39.0,Male,High School Diploma,IT and Engineering,"[30, 40]"
66a11eb2dd942,level_B_cal,65.0,Male,Undergraduate degree,Other,"[60, 100]"
66a11eb33a339,level_B_cal,23.0,Male,Undergraduate degree,I prefer not to say,"[18, 30]"
66a11eb5c246c,level_B_cal,20.0,Female,Undergraduate degree,Other,"[18, 30]"
66a11ebaa56c9,level_B_cal,23.0,Female,Graduate degree,IT and Engineering,"[18, 30]"
66a11f10f026e,level_B_cal,36.0,Female,Graduate degree,Social Sciences,"[30, 40]"
66a11f1281023,level_B_cal,36.0,Female,Undergraduate degree,Other,"[30, 40]"
66a11f2c11dac,level_B_cal,25.0,Male,I prefer not to say,I prefer not to say,"[18, 30]"
66a11f4429f7c,level_B_cal,23.0,Male,High School Diploma,IT and Engineering,"[18, 30]"
66a11f4755ca1,level_B_cal,38.0,Male,Graduate degree,IT and Engineering,"[30, 40]"
66a11f4c67783,level_B_cal,23.0,Non-binary,High School Diploma,Natural Sciences,"[18, 30]"
66a11f6206a1a,level_B_cal,44.0,Female,Graduate degree,IT and Engineering,"[40, 50]"
66a11f676dec2,level_B_cal,32.0,Male,Undergraduate degree,IT and Engineering,"[30, 40]"
66a11f7b86eff,level_B_cal,51.0,Male,High School Diploma,I prefer not to say,"[50, 60]"
66a11fb0cb9c6,level_B_cal,40.0,Male,High School Diploma,Other,"[40, 50]"
66a11ff7b2581,level_B_cal,64.0,Female,High School Diploma,Other,"[60, 100]"
66a12002cd199,level_B_cal,35.0,Male,Graduate degree,IT and Engineering,"[30, 40]"
66a12048e78e6,level_B_cal,33.0,Male,Undergraduate degree,IT and Engineering,"[30, 40]"
66a1204ac20b9,level_B_cal,35.0,Female,Other,Other,"[30, 40]"
66a120539f52c,level_B_cal,45.0,Female,Undergraduate degree,Mathematics and Statistics,"[40, 50]"
66a1205e369dc,level_B_cal,53.0,Male,Undergraduate degree,Other,"[50, 60]"
66a1206e66710,level_B_cal,22.0,Female,Technical/community college,IT and Engineering,"[18, 30]"
66a120ba1c942,level_B_cal,29.0,Male,Graduate degree,Natural Sciences,"[18, 30]"
66a120be6c20b,level_B_cal,54.0,Male,Graduate degree,Natural Sciences,"[50, 60]"
66a120d7ca99a,level_B_cal,32.0,Male,Graduate degree,IT and Engineering,"[30, 40]"
66a120d858562,level_B_cal,33.0,Male,Technical/community college,IT and Engineering,"[30, 40]"
66a120fa43b30,level_B_cal,35.0,Male,High School Diploma,IT and Engineering,"[30, 40]"
66a1211c2a526,level_B_cal,37.0,Female,Graduate degree,Natural Sciences,"[30, 40]"
66a12122f2f19,level_B_cal,21.0,Male,High School Diploma,IT and Engineering,"[18, 30]"
66a121305570d,level_B_cal,67.0,Male,Graduate degree,Other,"[60, 100]"
66a121886e11f,level_B_cal,39.0,Male,Undergraduate degree,Natural Sciences,"[30, 40]"
66a1219c6363c,level_B_cal,41.0,Female,Undergraduate degree,Social Sciences,"[40, 50]"
66a121b061212,level_B_cal,23.0,Male,High School Diploma,I prefer not to say,"[18, 30]"
66a121c130816,level_B_cal,47.0,Female,Undergraduate degree,Social Sciences,"[40, 50]"
66a121c4b7dec,level_B_cal,35.0,Male,Undergraduate degree,Social Sciences,"[30, 40]"
66a121cc29b58,level_B_cal,40.0,Female,High School Diploma,Natural Sciences,"[40, 50]"
66a121d0e6e9c,level_B_cal,27.0,Male,Graduate degree,IT and Engineering,"[18, 30]"
66a121eac9ef6,level_B_cal,37.0,Female,Graduate degree,Mathematics and Statistics,"[30, 40]"
66a121ee101f9,level_B_cal,57.0,Male,Undergraduate degree,Social Sciences,"[50, 60]"
66a121f81636d,level_B_cal,41.0,Female,Technical/community college,Other,"[40, 50]"
66a1221aad13c,level_B_cal,32.0,Female,High School Diploma,Other,"[30, 40]"
66a1221da7727,level_B_cal,60.0,Female,Technical/community college,Other,"[60, 100]"
66a122256d2db,level_B_cal,28.0,Male,Graduate degree,Other,"[18, 30]"
66a122737294c,level_B_cal,32.0,Male,Undergraduate degree,IT and Engineering,"[30, 40]"
66a122784da2d,level_B_cal,38.0,Male,Doctorate degree,Natural Sciences,"[30, 40]"
66a122855e62f,level_B_cal,59.0,Female,Undergraduate degree,Social Sciences,"[50, 60]"
66a12285e0f99,level_B_cal,39.0,Male,Graduate degree,Other,"[30, 40]"
66a12288f0e11,level_B_cal,26.0,Male,Graduate degree,IT and Engineering,"[18, 30]"
66a122c05ff94,level_B_cal,42.0,Female,Technical/community college,Other,"[40, 50]"
66a122c44273c,level_B_cal,25.0,Male,High School Diploma,I prefer not to say,"[18, 30]"
66a122f2bbb35,level_B_cal,55.0,Male,Technical/community college,Other,"[50, 60]"
66a1234d340e9,level_B_cal,44.0,Male,High School Diploma,Other,"[40, 50]"
66a1237e8dff4,level_B_cal,53.0,Female,Graduate degree,Natural Sciences,"[50, 60]"
66a1238311587,level_B_cal,42.0,Male,High School Diploma,Other,"[40, 50]"
66a123b665aab,level_B_cal,26.0,Male,Technical/community college,Natural Sciences,"[18, 30]"
66a123f893854,level_B_cal,25.0,Male,Technical/community college,IT and Engineering,"[18, 30]"
66a12423f0532,level_B_cal,26.0,Female,Undergraduate degree,Mathematics and Statistics,"[18, 30]"
66a12431a222a,level_B_cal,31.0,Male,Graduate degree,Other,"[30, 40]"
66a124346dd50,level_B_cal,32.0,Male,Undergraduate degree,IT and Engineering,"[30, 40]"
66a1243ab5500,level_B_cal,32.0,Male,Undergraduate degree,IT and Engineering,"[30, 40]"
66a124a4c713b,level_B_cal,53.0,Male,Graduate degree,Social Sciences,"[50, 60]"
66a124af8239d,level_B_cal,25.0,Male,High School Diploma,Other,"[18, 30]"
66a124ba3f6c9,level_B_cal,48.0,Male,High School Diploma,Other,"[40, 50]"
66a124c3c99ff,level_B_cal,38.0,Female,Graduate degree,Other,"[30, 40]"
66a124e059ac0,level_B_cal,27.0,Female,High School Diploma,I prefer not to say,"[18, 30]"
66a125855f608,level_B_cal,35.0,Female,Undergraduate degree,Other,"[30, 40]"
66a1258b79e1c,level_B_cal,35.0,Female,Undergraduate degree,Other,"[30, 40]"
66a1262a06c2e,level_B_cal,26.0,Male,Technical/community college,Other,"[18, 30]"
66a1262c03111,level_B_cal,28.0,Male,Undergraduate degree,IT and Engineering,"[18, 30]"
66a126322b445,level_B_cal,51.0,Male,Undergraduate degree,Other,"[50, 60]"
66a1263349dcd,level_B_cal,,Male,Doctorate degree,Other,
66a1265908ce1,level_B_cal,65.0,Female,Graduate degree,Other,"[60, 100]"
66a126740c53d,level_B_cal,69.0,Female,High School Diploma,I prefer not to say,"[60, 100]"
66a126761f9d0,level_B_cal,28.0,Female,Graduate degree,Social Sciences,"[18, 30]"
66a1267f3b13b,level_B_cal,28.0,Male,Undergraduate degree,Other,"[18, 30]"
66a1267f70d73,level_B_cal,32.0,Male,High School Diploma,I prefer not to say,"[30, 40]"
66a1268c4f411,level_B_cal,27.0,Male,Undergraduate degree,Mathematics and Statistics,"[18, 30]"
66a1269be7505,level_B_cal,55.0,Male,Undergraduate degree,Natural Sciences,"[50, 60]"
66a126bb51e7c,level_B_cal,25.0,Male,Undergraduate degree,IT and Engineering,"[18, 30]"
66a126da62178,level_B_cal,32.0,Male,Undergraduate degree,Other,"[30, 40]"
66a126daa3261,level_B_cal,43.0,Female,Graduate degree,Other,"[40, 50]"
66a126fc354b4,level_B_cal,47.0,Male,Undergraduate degree,IT and Engineering,"[40, 50]"
66a12733167bc,level_B_cal,34.0,Female,Graduate degree,Other,"[30, 40]"
66a1273860174,level_B_cal,44.0,Male,Technical/community college,Other,"[40, 50]"
66a127718501d,level_B_cal,38.0,Male,Undergraduate degree,Other,"[30, 40]"
66a127a7c19e0,level_B_cal,39.0,Female,Graduate degree,Mathematics and Statistics,"[30, 40]"
66a127bb79f34,level_B_cal,28.0,Female,Graduate degree,IT and Engineering,"[18, 30]"
66a127e0eb73c,level_B_cal,30.0,Male,Technical/community college,Mathematics and Statistics,"[30, 40]"
66a127eb75d4d,level_B_cal,53.0,Female,Technical/community college,Social Sciences,"[50, 60]"
66a127f1adc3b,level_B_cal,42.0,Male,Undergraduate degree,Other,"[40, 50]"
66a1280a011f6,level_B_cal,33.0,Male,Undergraduate degree,Other,"[30, 40]"
66a1282b7be28,level_B_cal,25.0,Male,Graduate degree,IT and Engineering,"[18, 30]"
66a1283a82a8f,level_B_cal,24.0,Male,Graduate degree,IT and Engineering,"[18, 30]"
66a12860453cf,level_B_cal,44.0,Female,Undergraduate degree,Other,"[40, 50]"
66a128b53b599,level_B_cal,29.0,Male,Undergraduate degree,Social Sciences,"[18, 30]"
66a129566948f,level_B_cal,26.0,Male,Graduate degree,IT and Engineering,"[18, 30]"
66a1295fdf407,level_B_cal,47.0,Male,High School Diploma,Social Sciences,"[40, 50]"
66a12a0e4a59f,level_B_cal,25.0,Male,Undergraduate degree,Social Sciences,"[18, 30]"
66a12a27d77f5,level_B_cal,25.0,Female,High School Diploma,Other,"[18, 30]"
66a12a2c81257,level_B_cal,20.0,Male,High School Diploma,IT and Engineering,"[18, 30]"
66a12a4c4c1ae,level_B_cal,37.0,Female,Graduate degree,Social Sciences,"[30, 40]"
66a12a746c319,level_B_cal,28.0,Male,Graduate degree,Other,"[18, 30]"
66a12a7a15caa,level_B_cal,26.0,Male,Technical/community college,Other,"[18, 30]"
66a12a9c35512,level_B_cal,54.0,Male,Graduate degree,IT and Engineering,"[50, 60]"
66a12ad0b3623,level_B_cal,32.0,Female,Graduate degree,IT and Engineering,"[30, 40]"
66a12af2a8c37,level_B_cal,24.0,Male,Undergraduate degree,Natural Sciences,"[18, 30]"
66a12af58eb10,level_B_cal,48.0,Male,Undergraduate degree,IT and Engineering,"[40, 50]"
66a12b1553211,level_B_cal,34.0,Female,Undergraduate degree,Other,"[30, 40]"
66a12b1d84331,level_B_cal,41.0,Male,Undergraduate degree,IT and Engineering,"[40, 50]"
66a12b22bc35c,level_B_cal,52.0,Male,Technical/community college,IT and Engineering,"[50, 60]"
66a12b52dd32c,level_B_cal,49.0,Male,Doctorate degree,IT and Engineering,"[40, 50]"
66a12b556190a,level_B_cal,40.0,Male,Doctorate degree,IT and Engineering,"[40, 50]"
66a12b613f5a0,level_B_cal,35.0,Female,Doctorate degree,Social Sciences,"[30, 40]"
66a12b638d693,level_B_cal,46.0,Female,High School Diploma,Other,"[40, 50]"
66a12b6a489b8,level_B_cal,50.0,Male,Graduate degree,Mathematics and Statistics,"[50, 60]"
66a12b6b79280,level_B_cal,40.0,Male,Graduate degree,IT and Engineering,"[40, 50]"
66a12bbe2291b,level_B_cal,59.0,Female,High School Diploma,Social Sciences,"[50, 60]"
66a12bed178db,level_B_cal,56.0,Female,High School Diploma,Natural Sciences,"[50, 60]"
66a12bfc35d9d,level_B_cal,42.0,Male,Graduate degree,Social Sciences,"[40, 50]"
66a12c2a8c6c8,level_B_cal,45.0,Female,High School Diploma,Other,"[40, 50]"
66a12c60736ff,level_B_cal,50.0,Male,Undergraduate degree,IT and Engineering,"[50, 60]"
66a12c64bd3c5,level_B_cal,41.0,Male,Other,Other,"[40, 50]"
66a12c7b5e4dc,level_B_cal,31.0,Male,High School Diploma,IT and Engineering,"[30, 40]"
66a12c8065b44,level_B_cal,38.0,Male,Undergraduate degree,I prefer not to say,"[30, 40]"
66a12cab5510a,level_B_cal,36.0,Female,Graduate degree,Other,"[30, 40]"
66a12cb765a54,level_B_cal,25.0,Male,High School Diploma,I prefer not to say,"[18, 30]"
66a12cc9ed324,level_B_cal,34.0,Female,Undergraduate degree,Other,"[30, 40]"
66a12d20258f6,level_B_cal,49.0,Female,Undergraduate degree,Natural Sciences,"[40, 50]"
66a12d924459f,level_B_cal,69.0,Male,High School Diploma,I prefer not to say,"[60, 100]"
66a12db67bf30,level_B_cal,40.0,Male,Undergraduate degree,IT and Engineering,"[40, 50]"
66a12dc57206f,level_B_cal,27.0,Female,Doctorate degree,Social Sciences,"[18, 30]"
66a12dc5723ae,level_B_cal,61.0,Female,Technical/community college,Social Sciences,"[60, 100]"
66a12df4a4e0e,level_B_cal,39.0,Male,Doctorate degree,Natural Sciences,"[30, 40]"
66a12dfd9dd1a,level_B_cal,26.0,Female,High School Diploma,Other,"[18, 30]"
66a12e612923e,level_B_cal,64.0,Female,Technical/community college,Other,"[60, 100]"
66a12e6d3eb40,level_B_cal,55.0,Female,High School Diploma,Mathematics and Statistics,"[50, 60]"
66a12e9990a64,level_B_cal,36.0,Female,Graduate degree,Other,"[30, 40]"
66a12eaf4124a,level_B_cal,44.0,Female,Graduate degree,Other,"[40, 50]"
66a12ec3dc61b,level_B_cal,43.0,Female,Graduate degree,IT and Engineering,"[40, 50]"
66a12ed51faef,level_B_cal,67.0,Male,Undergraduate degree,Mathematics and Statistics,"[60, 100]"
66a12ef1bbd78,level_B_cal,31.0,Male,Undergraduate degree,Mathematics and Statistics,"[30, 40]"
66a12f0299329,level_B_cal,39.0,Female,Undergraduate degree,Natural Sciences,"[30, 40]"
66a12f1f6ba3a,level_B_cal,43.0,Male,Technical/community college,Other,"[40, 50]"
66a12f540f44e,level_B_cal,56.0,Male,Graduate degree,IT and Engineering,"[50, 60]"
66a12f6f01b0b,level_B_cal,27.0,Male,Graduate degree,IT and Engineering,"[18, 30]"
66a12fa3e6662,level_B_cal,40.0,Female,Graduate degree,Other,"[40, 50]"
66a12fb662dcd,level_B_cal,33.0,Male,Graduate degree,IT and Engineering,"[30, 40]"
66a12fc255c7e,level_B_cal,34.0,Female,Undergraduate degree,Other,"[30, 40]"
66a12fd3954dd,level_B_cal,22.0,Male,Graduate degree,Natural Sciences,"[18, 30]"
66a12fec174e7,level_B_cal,39.0,Female,Undergraduate degree,Natural Sciences,"[30, 40]"
66a12ff541ce4,level_B_cal,35.0,Male,Undergraduate degree,Natural Sciences,"[30, 40]"
66a1300eed5b9,level_B_cal,23.0,Male,Graduate degree,I prefer not to say,"[18, 30]"
66a1301fec6d4,level_B_cal,65.0,Male,Graduate degree,Other,"[60, 100]"
66a1302a69968,level_B_cal,32.0,Male,High School Diploma,Other,"[30, 40]"
66a1308a71157,level_B_cal,36.0,Male,Undergraduate degree,Social Sciences,"[30, 40]"
66a130e542cdf,level_B_cal,58.0,Male,Graduate degree,Social Sciences,"[50, 60]"
66a130f5cd768,level_B_cal,33.0,Male,Technical/community college,IT and Engineering,"[30, 40]"
66a1312b1c36f,level_B_cal,42.0,Male,Undergraduate degree,Social Sciences,"[40, 50]"
66a13157819c4,level_B_cal,27.0,Female,Graduate degree,IT and Engineering,"[18, 30]"
66a131a9e000d,level_B_cal,71.0,Female,Undergraduate degree,Social Sciences,"[60, 100]"
66a131d864b8b,level_B_cal,45.0,Female,Undergraduate degree,Social Sciences,"[40, 50]"
66a131d8ce2d8,level_B_cal,54.0,Female,Technical/community college,Other,"[50, 60]"
66a131db47e54,level_B_cal,31.0,Female,Undergraduate degree,Other,"[30, 40]"
66a132038dfdb,level_B_cal,24.0,Female,Undergraduate degree,Natural Sciences,"[18, 30]"
66a1320ad4ddf,level_B_cal,27.0,Male,Undergraduate degree,Other,"[18, 30]"
66a13232e991f,level_B_cal,75.0,Male,Technical/community college,IT and Engineering,"[60, 100]"
66a1324114342,level_B_cal,51.0,Female,Technical/community college,Other,"[50, 60]"
66a1329495622,level_B_cal,26.0,Female,Technical/community college,Natural Sciences,"[18, 30]"
66a132c042bcd,level_B_cal,37.0,Male,Graduate degree,Mathematics and Statistics,"[30, 40]"
66a132c244f44,level_B_cal,59.0,Male,Graduate degree,Other,"[50, 60]"
66a132d887f68,level_B_cal,57.0,Female,Graduate degree,Social Sciences,"[50, 60]"
66a133168cefa,level_B_cal,53.0,Female,Undergraduate degree,Mathematics and Statistics,"[50, 60]"
66a13322b7109,level_B_cal,63.0,Male,Undergraduate degree,IT and Engineering,"[60, 100]"
66a133574a891,level_B_cal,24.0,Male,Graduate degree,IT and Engineering,"[18, 30]"
66a1337d3901b,level_B_cal,25.0,Male,Graduate degree,Natural Sciences,"[18, 30]"
66a13380d5609,level_B_cal,66.0,Female,High School Diploma,Other,"[60, 100]"
66a133950bf04,level_B_cal,38.0,Non-binary,Undergraduate degree,Other,"[30, 40]"
66a1339edb748,level_B_cal,58.0,Female,Graduate degree,IT and Engineering,"[50, 60]"
66a133e161089,level_B_cal,35.0,Female,Technical/community college,Social Sciences,"[30, 40]"
66a133f2772e4,level_B_cal,52.0,Female,Doctorate degree,Other,"[50, 60]"
66a133f8bc840,level_B_cal,39.0,Male,Technical/community college,Other,"[30, 40]"
66a1345e21b47,level_B_cal,59.0,Female,High School Diploma,I prefer not to say,"[50, 60]"
66a1346270a52,level_B_cal,50.0,Male,Graduate degree,IT and Engineering,"[50, 60]"
66a134968179c,level_B_cal,47.0,Female,Graduate degree,Other,"[40, 50]"
66a13509319c5,level_B_cal,29.0,Female,Undergraduate degree,Social Sciences,"[18, 30]"
66a1353332fae,level_B_cal,70.0,Male,Graduate degree,IT and Engineering,"[60, 100]"
66a135419c9f3,level_B_cal,52.0,Male,Graduate degree,Natural Sciences,"[50, 60]"
66a135500c69f,level_B_cal,21.0,Female,Undergraduate degree,I prefer not to say,"[18, 30]"
66a1358b95277,level_B_cal,53.0,Male,Undergraduate degree,IT and Engineering,"[50, 60]"
66a135a0c86ff,level_B_cal,40.0,Female,Undergraduate degree,Other,"[40, 50]"
66a135c84a37e,level_B_cal,37.0,Female,Technical/community college,Other,"[30, 40]"
66a135d625f37,level_B_cal,21.0,Female,Undergraduate degree,Other,"[18, 30]"
66a13603afb94,level_B_cal,27.0,Female,Graduate degree,Other,"[18, 30]"
66a1362e7e2e9,level_B_cal,24.0,Female,Undergraduate degree,IT and Engineering,"[18, 30]"
66a136480b695,level_B_cal,37.0,Female,Doctorate degree,Other,"[30, 40]"
66a1366bc1b9f,level_B_cal,49.0,Male,Doctorate degree,Natural Sciences,"[40, 50]"
66a13688828ad,level_B_cal,60.0,Female,Doctorate degree,Social Sciences,"[60, 100]"
66a136c4b3707,level_B_cal,39.0,Female,Graduate degree,Social Sciences,"[30, 40]"
66a1370b834e1,level_B_cal,24.0,Male,Undergraduate degree,Mathematics and Statistics,"[18, 30]"
66a1371d33857,level_B_cal,45.0,Male,Graduate degree,Mathematics and Statistics,"[40, 50]"
66a137c7645a8,level_B_cal,47.0,Female,Graduate degree,Other,"[40, 50]"
66a137e138e08,level_B_cal,34.0,Male,Other,Other,"[30, 40]"
66a137e977c35,level_B_cal,20.0,Female,Undergraduate degree,Mathematics and Statistics,"[18, 30]"
66a138684c8c8,level_B_cal,37.0,Male,Graduate degree,Social Sciences,"[30, 40]"
66a13911c262c,level_B_cal,30.0,Male,Graduate degree,Social Sciences,"[30, 40]"
66a13929c6cab,level_B_cal,28.0,Male,Graduate degree,Other,"[18, 30]"
66a13944c7478,level_B_cal,41.0,Male,Graduate degree,Natural Sciences,"[40, 50]"
66a1395dc5d00,level_B_cal,32.0,Male,High School Diploma,IT and Engineering,"[30, 40]"
66a13b7287261,level_B_cal,33.0,Female,Graduate degree,Other,"[30, 40]"
66a13ca26fc71,level_B_cal,27.0,Male,Graduate degree,IT and Engineering,"[18, 30]"
66a13e4f586cd,level_B_cal,46.0,Female,Technical/community college,IT and Engineering,"[40, 50]"
66a13ed442857,level_B_cal,27.0,Male,Graduate degree,Mathematics and Statistics,"[18, 30]"
66a1544783618,level_B_cal,38.0,Male,Technical/community college,Other,"[30, 40]"
66a16c06c2196,level_B_cal,34.0,Female,Graduate degree,Social Sciences,"[30, 40]"
66a1784baaa93,level_B_cal,49.0,Female,Technical/community college,Other,"[40, 50]"
66a1d855393a9,level_B_cal,62.0,Male,Graduate degree,IT and Engineering,"[60, 100]"
66d08cc4a0f23,level_BP,24.0,Female,Graduate degree,Other,"[18, 30]"
66d0976b3ea32,level_BP,50.0,Female,Graduate degree,IT and Engineering,"[50, 60]"
66d0978b3c01d,level_BP,28.0,Female,High School Diploma,Other,"[18, 30]"
66d0982583b2e,level_BP,36.0,Female,Technical/community college,Other,"[30, 40]"
66d09825e950b,level_BP,35.0,Male,Doctorate degree,Social Sciences,"[30, 40]"
66d0a0dfceb88,level_BP,35.0,Male,Undergraduate degree,Mathematics and Statistics,"[30, 40]"
66d0a17728803,level_BP,43.0,Female,Undergraduate degree,Social Sciences,"[40, 50]"
66d0a1f9529e0,level_BP,40.0,Female,Undergraduate degree,Other,"[40, 50]"
66d0a21e3f807,level_BP,36.0,Male,Undergraduate degree,IT and Engineering,"[30, 40]"
66d0a227e21c5,level_BP,39.0,Male,Graduate degree,Other,"[30, 40]"
66d0a27601f40,level_BP,47.0,Female,Undergraduate degree,Other,"[40, 50]"
66d0a283497e7,level_BP,56.0,Male,Undergraduate degree,Social Sciences,"[50, 60]"
66d0a30640fa3,level_BP,38.0,Male,High School Diploma,Other,"[30, 40]"
66d0a310c6626,level_BP,34.0,Male,Undergraduate degree,Other,"[30, 40]"
66d0a31a162f5,level_BP,35.0,Male,High School Diploma,Other,"[30, 40]"
66d0a31c038bd,level_BP,22.0,Male,Undergraduate degree,Natural Sciences,"[18, 30]"
66d0a340e29f0,level_BP,44.0,Female,Undergraduate degree,Other,"[40, 50]"
66d0a3587b852,level_BP,42.0,Female,Graduate degree,Social Sciences,"[40, 50]"
66d0a365991e0,level_BP,35.0,Female,Undergraduate degree,Social Sciences,"[30, 40]"
66d0a3af098ef,level_BP,49.0,Female,High School Diploma,I prefer not to say,"[40, 50]"
66d0a3be0ee04,level_BP,46.0,Female,Technical/community college,Natural Sciences,"[40, 50]"
